month,channel_1,channel_10,channel_11,channel_12,channel_13,channel_14,channel_15,channel_16,channel_17,channel_18,channel_19,channel_2,channel_20,channel_21,channel_22,channel_23,channel_24,channel_25,channel_26,channel_27,channel_28,channel_29,channel_3,channel_30,channel_31,channel_32,channel_33,channel_34,channel_35,channel_36,channel_37,channel_38,channel_39,channel_4,channel_40,channel_41,channel_42,channel_43,channel_44,channel_45,channel_46,channel_47,channel_48,channel_49,channel_5,channel_50,channel_51,channel_52,channel_53,channel_54,channel_55,channel_56,channel_57,channel_58,channel_59,channel_6,channel_60,channel_61,channel_62,channel_63,channel_64,channel_65,channel_66,channel_67,channel_68,channel_69,channel_7,channel_70,channel_71,channel_72,channel_73,channel_74,channel_75,channel_76,channel_8,channel_9,telecommand_244,telecommand_350,telecommand_351,telecommand_352,telecommand_353,telecommand_354,telecommand_36,telecommand_376,telecommand_38,telecommand_39,telecommand_40
2001-09,0.13791034,0.0,0.0,0.20643744,0.26726395,0.17952858,0.009020036,0.6380548,0.24243025,0.26655236,0.19084041,0.12633412,0.26726395,0.18556376,0.2264561,0.015460468,0.63069975,0.20172359,0.30424333,0.17680325,0.11033556,0.1946132,0.12633412,0.048274845,0.22501473,0.6454098,0.678508,0.093323424,0.13331942,0.17680325,0.22203273,0.048274845,0.2264561,0.0,0.6821851,0.8110092,0.78393465,0.7719001,0.79681647,0.8126155,0.7678293,0.0017506297,0.0018088254,0.0017632749,0.0,0.7374224,0.7608116,0.7416742,0.8582317,0.80016184,0.57164633,0.9000809,0.7472353,0.67946446,0.8493479500000001,0.0,0.67766863,0.91268915,0.76583666,0.62118423,0.96707433,0.9680151,0.9919604,0.9963886,0.709386,0.21196441,0.0,0.77950037,0.81321377,0.82300715,0.9380428,0.98428205,0.90979433,0.9694741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10,0.13791034,0.0,0.0,0.21423508,0.27506334,0.15237355,0.015460468,0.65276486,0.2514756,0.27409157,0.19863805,0.12633412,0.27506334,0.1553878,0.23368014,0.0219009,0.6454098,0.2092611,0.3132904,0.18460089,0.11799809,0.17802145,0.12633412,0.043753475,0.23223305,0.66011995,0.6932181,0.100730345,0.14072634,0.18538083,0.22983211,0.042246353,0.23223305,0.0,0.6968952,0.81022406,0.78393465,0.771504065,0.79681647,0.8134628,0.76698476,0.0017582148,0.0018164205,0.00177087,0.0,0.7395483,0.7640026,0.7448652,0.8582317,0.80016184,0.57164633,0.9000809,0.75181276,0.684042,0.853469,0.0,0.6831248,0.86046475,0.82538164,0.64712447,0.96707433,0.9680151,0.9919604,0.9963886,0.709386,0.21196441,0.0,0.77950037,0.81275636,0.8227808,0.9375855,0.9840534,0.90934163,0.9690214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-11,0.13791034,0.0,0.0,0.22203273,0.2813011,0.1433241,0.023187842,0.6656364,0.25901484,0.2816291,0.20643744,0.12633412,0.2813011,0.14633836,0.24234556,0.029628273,0.6582814,0.21680032,0.31932005,0.19240028,0.12566063,0.17047913,0.12633412,0.039225407,0.24089846,0.67483,0.7060897,0.108137265,0.14813326,0.19240028,0.23762976,0.039225407,0.24089846,0.0,0.70976675,0.8110092,0.78473777,0.7719001,0.7976044,0.8126155,0.7678293,0.00176581,0.0018214806,0.00177593,0.0,0.74273926,0.76612854,0.7469911,0.8582317,0.80016184,0.57164633,0.9000809,0.7563903,0.68861943,0.8580465,0.0,0.68678933,0.7979237,0.87644917,0.6692599,0.96707433,0.9680151,0.9919604,0.9963886,0.709386,0.21196441,0.0,0.779043,0.81275636,0.8227808,0.9371281,0.9836007,0.90934163,0.9690214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-12,0.13791034,0.0,0.0,0.22827223,0.2875406,0.18556376,0.030920936,0.6729915,0.26353666,0.2861526,0.2126752,0.12633412,0.2875406,0.1946132,0.24956387,0.03736137,0.667475,0.22283,0.32535145,0.19863805,0.1317896,0.21121167,0.12633412,0.058838107,0.2481225,0.6821851,0.7152833,0.11406178,0.15405777,0.19941798500000002,0.24230939,0.057330985,0.2481225,0.0,0.71896124,0.8110092,0.78393465,0.7719001,0.7976044,0.81303915,0.7678293,0.0017683449,0.0018265406,0.00178099,0.0,0.74380434,0.76825446,0.749117,0.8582317,0.80016184,0.57164633,0.9000809,0.75913763,0.6913668,0.861711,0.0,0.6904539,0.7265706,0.9174946,0.68690836,0.96707433,0.9680151,0.99226964,0.9963886,0.709386,0.21196441,0.0,0.779043,0.81321377,0.8227808,0.9375855,0.9836007,0.90934163,0.9694741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-01,0.13791034,0.0,0.0,0.23606987,0.29533827,0.22931054,0.039935254,0.68954015,0.27107587,0.29369012,0.22203273,0.12633412,0.29533827,0.23685956,0.258235,0.045088742,0.6840245,0.22886136,0.3313811,0.20643744,0.13945213,0.2398738,0.12633412,0.085993126,0.2567879,0.6987346,0.7318319,0.12146869,0.1599823,0.20643744,0.25010702,0.085993126,0.258235,0.0,0.7355099,0.8110092,0.78473777,0.7719001,0.79681647,0.8134628,0.7686724,0.00177593,0.0018316007,0.0017860502,0.0,0.7469911,0.7703804,0.75124294,0.8582317,0.80016184,0.57164633,0.9000809,0.7637194,0.6964072,0.86628854,0.0,0.69503134,0.64005256,0.94943345,0.7004276,0.96707433,0.9680151,0.99226964,0.9963886,0.709386,0.21196441,0.0,0.779043,0.8136664,0.8232335,0.9380428,0.9840534,0.90934163,0.9694741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-02,0.13791034,0.0,0.0,0.24230939,0.30157778,0.22328204,0.046375684,0.70057315,0.2786134,0.2997215,0.22827223,0.12633412,0.30157778,0.23082437,0.2654533,0.051529173,0.6932181,0.23489104,0.33741248,0.2126752,0.14560917,0.23685956,0.12633412,0.09202832,0.26401195,0.70976675,0.7428649,0.1259125,0.1659085,0.2126752,0.25790644,0.09202832,0.2654533,0.0,0.74654204,0.8110092,0.78473777,0.77110803,0.79681647,0.8126155,0.76698476,0.00178099,0.0018366608,0.0017911101,0.0,0.749117,0.77250624,0.75336885,0.8582317,0.80016184,0.57164633,0.9000809,0.76646674,0.69869596,0.86812294,0.0,0.6977787,0.5733994,0.96311915,0.7060271,0.96707433,0.9680151,0.99226964,0.99613094,0.709386,0.21196441,0.0,0.779043,0.8136664,0.8227808,0.9375855,0.9836007,0.90934163,0.9690214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-03,0.13791034,0.0,0.0,0.2516669,0.3109353,0.20819071,0.05926227,0.71896124,0.28766045,0.30876687,0.23918964,0.12633412,0.3109353,0.21271878,0.280622085,0.0657027,0.7116053,0.2439381,0.34645784,0.22203273,0.15652658,0.23082437,0.12633412,0.093535446,0.2784543,0.7263163,0.75941354,0.13628253,0.17479613,0.2235926,0.26726395,0.093535446,0.280622085,0.0,0.7630915,0.8110092,0.78473777,0.7719001,0.79681647,0.8134628,0.7678293,0.0017885852,0.0018467809,0.0018012304,0.0,0.752308,0.7767581,0.75762063,0.8582317,0.80016184,0.57164633,0.9000809,0.77379155,0.7060208,0.8754478,0.0,0.7041906,0.4791557,0.96779484,0.70758504,0.96707433,0.9680151,0.99257886,0.99613094,0.709386,0.21196441,0.0,0.7792716850000001,0.81412375,0.823462165,0.9380428,0.9845107,0.90979433,0.9694741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-04,0.13791034,0.0,0.0,0.26102617,0.3202928,0.1946132,0.073430076,0.73918694,0.2967058,0.31781223,0.24854891,0.12633412,0.3202928,0.19763415,0.29578513,0.07987051,0.7318319,0.2514756,0.3555049,0.231392,0.16588409,0.22176823,0.12633412,0.093535446,0.29434374,0.74838144,0.7814787,0.14517015,0.18368375,0.23451175,0.27662322,0.093535446,0.29578513,0.0,0.78515667,0.8110092,0.7855409,0.77269083,0.7976044,0.81431144,0.76951694,0.0018012304,0.001856901,0.0018113505,0.0,0.75762063,0.7810099,0.7618725,0.8582317,0.80016184,0.57164633,0.9000809,0.7838681,0.71609724,0.8855243,0.0,0.71426284,0.385113,0.95605993,0.701919,0.96707433,0.9680151,0.99257886,0.99613094,0.709386,0.21196441,0.0,0.77950037,0.81412375,0.82369083,0.93895286,0.98496807,0.9102517,0.97038877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-05,0.13791034,0.0,0.0,0.27038372,0.32809222,0.21724686,0.08502399,0.7520585,0.30575117,0.32685927,0.25790644,0.12633412,0.3296521,0.22629629,0.307339,0.09146442,0.7447035,0.2620288,0.36455026,0.24230939,0.17524336,0.23836668,0.12633412,0.09202832,0.30589762,0.75941354,0.79435027,0.15405777,0.19267823,0.24386927,0.28598073,0.09202832,0.307339,0.0,0.79802823,0.81022406,0.78393465,0.77269083,0.79681647,0.8126155,0.7686724,0.0018037653,0.001859426,0.0018138854,0.0,0.7586857,0.78207076,0.76293755,0.8582317,0.80016184,0.57164633,0.9000809,0.7838681,0.71609724,0.8855243,0.0,0.71426284,0.3028415,0.9309273,0.6906469,0.96707433,0.9680151,0.9928881,0.99613094,0.709386,0.21196441,0.0,0.779043,0.81321377,0.8232335,0.9380428,0.9845107,0.90934163,0.9694741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-06,0.13791034,0.0,0.0,0.27974123,0.3390096,0.24741612,0.09404403,0.76860803,0.3163044,0.3343968,0.26882383,0.12633412,0.3405695,0.25647226,0.3174515,0.10048446,0.7630915,0.27107587,0.37359563,0.2516669,0.18772064,0.27607825,0.12633412,0.1297466,0.31601015,0.77780163,0.81273836,0.1644278,0.20323142,0.25478667,0.29689813,0.12823278,0.31601015,0.0,0.81457686,0.8110092,0.78473777,0.77269083,0.79681647,0.8134628,0.7678293,0.0018113505,0.0018670211,0.0018214806,0.0,0.7618725,0.78526175,0.76612854,0.8582317,0.80016184,0.57164633,0.9000809,0.7866154,0.7188446,0.88827163,0.0,0.7179274,0.22635339,0.8928281,0.67389846,0.96707433,0.9680151,0.9928881,0.99613094,0.709386,0.21196441,0.0,0.779043,0.8136664,0.8232335,0.9380428,0.9840534,0.90934163,0.9690214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-07,0.13791034,0.0,0.0,0.29066038,0.34836712,0.26853594,0.103058346,0.78331816,0.32535145,0.34495,0.27818134,0.12633412,0.349927,0.2775921,0.32467556,0.10949878,0.77596307,0.28012124,0.3826427,0.26258606,0.19707817,0.2972048,0.12633412,0.15237355,0.32322845,0.7906732,0.8256099,0.17331542,0.21227679,0.26570407,0.30625567,0.15237355,0.32467556,0.0,0.829287,0.81022406,0.78393465,0.7719001,0.79602987,0.8126155,0.7686724,0.0018164205,0.0018720812,0.0018265406,0.0,0.7640026,0.78738767,0.76825446,0.8582317,0.80016184,0.57164633,0.9000809,0.7893627,0.72159195,0.8910189,0.0,0.7197575,0.16444981,0.84836537,0.65455157,0.96707433,0.9680151,0.99319726,0.99613094,0.709386,0.21196441,0.0,0.779043,0.81321377,0.8227808,0.9375855,0.9840534,0.90934163,0.9694741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-08,0.13791034,0.0,0.0,0.3000179,0.35928628,0.30776134,0.11336532,0.80354476,0.33590463,0.3555049,0.29066038,0.12633412,0.36084616,0.31530368,0.33334097,0.118518814,0.7961897,0.29067445,0.39470372,0.27350345,0.20955545,0.31832463,0.12633412,0.17198625,0.33189386,0.81273836,0.8458365,0.18368375,0.22283,0.27818134,0.3187347,0.17198625,0.33334097,0.0,0.8495136,0.81061663,0.78393465,0.7719001,0.79602987,0.8126155,0.7678293,0.0018240056,0.0018796762,0.0018341257,0.0,0.7671894,0.7905786,0.7714412,0.8582317,0.80016184,0.57164633,0.9000809,0.79394025,0.72708666,0.89574647,0.0,0.7252522,0.1000844,0.7825518,0.6261025,0.96707433,0.9680151,0.99319726,0.99613094,0.709386,0.21196441,0.0,0.779043,0.81275636,0.8227808,0.9380428,0.9836007,0.9088843,0.9694741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-09,0.13791034,0.0,0.0,0.30625567,0.36552405,0.29267672,0.12238536,0.8164154,0.34193602,0.36153457,0.29689813,0.12633412,0.3670839,0.2972048,0.340565,0.12753884,0.8090604,0.2967058,0.39922556,0.2813011,0.21579497,0.31078228,0.12633412,0.1750005,0.3391179,0.82377136,0.8586111,0.18966255,0.22886136,0.282861,0.32341257,0.17349339,0.340565,0.0,0.86219215,0.81022406,0.78393465,0.7719001,0.79602987,0.8126155,0.7678293,0.0018290656,0.0018847362,0.0018391857,0.0,0.7693153,0.7927045,0.77356714,0.8582317,0.80016184,0.57164633,0.9000809,0.7985177,0.7307469,0.8996082,0.0,0.72891676,0.054283418,0.71366554,0.59645057,0.96707433,0.9680151,0.9935065,0.99613094,0.709386,0.21196441,0.0,0.779043,0.81321377,0.8227808,0.9380428,0.9836007,0.9088843,0.9694741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-10,0.13791034,0.0,0.0,0.3093754,0.3686438,0.2670288,0.1288258,0.8256099,0.34495,0.36455026,0.3000179,0.12633412,0.3686438,0.27004978,0.34634194,0.13526623,0.8182548,0.29821366,0.4007334,0.28442085,0.21735483,0.29418385,0.12633412,0.16896531,0.34489486,0.8348035,0.8675549,0.19267823,0.23112313499999998,0.28598073,0.32653233,0.16896531,0.34634194,0.0,0.87113595,0.8110092,0.78393465,0.771504065,0.79681647,0.8126155,0.7678293,0.0018341257,0.0018897963,0.0018442458,0.0,0.7714412,0.79483044,0.775693,0.8582317,0.80016184,0.57164633,0.9000809,0.80126506,0.7344115,0.9034656,0.0,0.7325813,0.019704627,0.63048923,0.5607392,0.96707433,0.9680151,0.9935065,0.99613094,0.709386,0.21196441,0.0,0.779043,0.81321377,0.8232335,0.9378141499999999,0.9836007,0.90934163,0.9694741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-11,0.13791034,0.0,0.0,0.3109353,0.37020367,0.2594865,0.13526623,0.8311264,0.34645784,0.3660581,0.30313766,0.12633412,0.37176356,0.26250076,0.35211888,0.14170666,0.82377136,0.30122933,0.40374908,0.28598073,0.2204746,0.28814864,0.12633412,0.16595106,0.3506718,0.8384815,0.8729264,0.19418438,0.23338489,0.2875406,0.32809222,0.16595106,0.35211888,0.0,0.87650746,0.8110092,0.7835323750000001,0.7719001,0.79602987,0.8126155,0.7678293,0.0018366608,0.0018923214,0.0018467809,0.0,0.77250624,0.7958913,0.7767581,0.8582317,0.80016184,0.57164633,0.9000809,0.8030995,0.7353287,0.90443426,0.0,0.7334986,0.0037701428,0.5506529,0.526514,0.96707433,0.9680151,0.9935065,0.99613094,0.709386,0.21196441,0.0,0.779043,0.81321377,0.8227808,0.9380428,0.9840534,0.90934163,0.9694741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-12,0.13791034,0.0,0.0,0.3109353,0.37176356,0.2579794,0.13913277,0.83296496,0.3479657,0.36756596,0.30313766,0.12633412,0.37332344,0.26099363,0.35644874,0.1455732,0.8274484,0.30273548,0.404503005,0.2875406,0.22203273,0.28664154,0.12633412,0.16444394,0.35500735,0.84215856,0.87650746,0.19569221,0.23338489,0.2891005,0.3296521,0.16444394,0.35644874,0.0,0.88008845,0.81022406,0.78393465,0.7719001,0.79602987,0.8126155,0.76698476,0.0018391857,0.0018923214,0.0018493058,0.0,0.77356714,0.7958913,0.7778189,0.8582317,0.80016184,0.57164633,0.9000809,0.8030995,0.7353287,0.90443426,0.0,0.7344115,0.0031909086,0.46934882,0.49168122,0.96707433,0.9680151,0.9935065,0.99613094,0.709386,0.21196441,0.0,0.779043,0.81321377,0.8232335,0.9380428,0.9836007,0.90934163,0.9694741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
