,channel_1,channel_12,channel_13,channel_14,channel_15,channel_16,channel_17,channel_18,channel_19,channel_2,channel_20,channel_21,channel_22,channel_23,channel_24,channel_25,channel_26,channel_27,channel_28,channel_29,channel_3,channel_30,channel_31,channel_32,channel_33,channel_34,channel_35,channel_36,channel_37,channel_38,channel_39,channel_40,channel_41,channel_42,channel_43,channel_44,channel_45,channel_46,channel_47,channel_48,channel_49,channel_50,channel_51,channel_52,channel_53,channel_54,channel_55,channel_56,channel_57,channel_58,channel_59,channel_60,channel_61,channel_62,channel_63,channel_64,channel_65,channel_66,channel_67,channel_68,channel_69,channel_70,channel_71,channel_72,channel_73,channel_74,channel_75,channel_76
channel_20,-0.006408783222396684,0.9656940439859449,0.9899446415253733,0.7944640743534738,0.9519013933199744,0.9398408473240143,0.9926987476476697,0.9860080317676033,0.9483194825896177,0.0009298253766184878,1.0,0.7780633339717786,0.9516831050810552,0.9507351987066884,0.9393773547610417,0.9880238255607419,0.964326704253926,0.9949570740622832,0.965004378055925,0.8601562010316418,-0.00021302022313315452,0.9012378655983427,0.951279061366846,0.9396790792747153,0.941170073294509,0.9792475912059572,0.9305644027064289,0.9354451217954292,0.95060410004012,0.9007772896288304,0.945562798555767,0.9411070762182645,0.07106203654371765,0.06804274042924496,0.13007136034200942,0.041463841560755284,0.0718363285569787,0.08197196800219791,0.6013215691802083,0.64549217799053,0.6231363984906058,0.602329598412425,0.645636173078613,0.6241375475049674,0.024258938575191624,-0.0003065909193314749,0.01318234299397138,-0.09040979097896558,0.9062268794787897,0.9114721607783722,0.904962164972033,0.9104753705273944,-0.948335578770033,-0.24894318938843782,-0.24941463981781972,0.003776114957278014,0.004780223208198442,0.9225535716433064,-0.4427033739144128,-0.05909278209037315,0.08481468384361783,0.01503062966301397,0.010077501034477155,0.01177057831030575,0.003437387099930451,-0.006573361218408659,0.0074885840920578565,0.012537025665418151
channel_21,0.017035736392588395,0.7728222808868129,0.7793612997660727,0.9950509324916,0.7765876564658208,0.7316605018483885,0.7789926312542779,0.770902638811751,0.7529757467084739,0.01681183973164482,0.7780633339717786,1.0,0.7772190104818821,0.7763416276239921,0.7320449616911554,0.7680551691248149,0.7774088704414801,0.7776598512674769,0.7658892111237281,0.9697662423548756,0.0044777323548683915,0.899419147590313,0.7779674001117164,0.7321073449369767,0.7320517071755073,0.7731825584571383,0.7602084563570359,0.767400294028999,0.7733691382729911,0.8988262111367687,0.7846356164848898,0.7319190951637627,0.09884131967908198,0.08051387178894269,0.14495465323357457,0.06840523303473882,0.09475647337641474,0.09515656211932709,0.33830813298266715,0.38647372873968305,0.3630351510054703,0.33891937922758497,0.3872694382360814,0.36286827353699347,0.020710140094385543,0.003247991609490663,0.006877011466121632,-0.07307660196036513,0.7174721810822932,0.7177823203006144,0.7153577619146425,0.7157514346381535,-0.71313840433338,-0.3369746389534955,-0.33833169023558535,0.010463695922861069,0.004079318225522512,0.7139339647644192,-0.3104034995981782,-0.033482882110353135,0.05742574163728192,0.02977472518882583,0.015165477170242195,0.017344116556893694,0.018976577481558603,0.012822620236417226,0.02714821518214353,0.029180247670327668
channel_22,0.003535954849860794,0.9463236656468945,0.9566045584098611,0.7919391250485396,0.9907398444167606,0.8669013285512611,0.9499998744675606,0.9336217350741042,0.9087895129489475,0.007539616699001559,0.9516831050810552,0.7772190104818821,1.0,0.9904977475140969,0.8663153671232984,0.9292928459546885,0.9478956991868096,0.9481656090709768,0.925353206718318,0.8454025326529837,0.00038785646894874427,0.8912862853721819,0.9954856512959904,0.8667101754750988,0.8675035335539354,0.952046783592227,0.9174988884788204,0.9304566214771061,0.9392126859010536,0.8910972349974511,0.9939993583168144,0.8671403383261687,0.11596415281122294,0.09829016926135721,0.17349062683997601,0.07812437751990685,0.11275617832021115,0.11518769358520894,0.42037474180996387,0.47118103391017047,0.44509726310822095,0.4213554036425585,0.471439555522921,0.44669031572775536,0.030395426562583025,-0.0018548331350325628,0.004425513115599979,-0.0785931206212356,0.8355891964733594,0.8389771172350755,0.8353201611634378,0.837895541316705,-0.8645545878949762,-0.4682385830838227,-0.4685691831924699,0.0023436874384714997,0.004086151078432291,0.8435810392913036,-0.36129559865242244,-0.04277395984136726,0.07273874269680482,0.02438378576000156,0.011931472991988507,0.011947622669809484,0.010501843129817261,0.00024100965262603815,0.015504930514052294,0.02110811549438914
channel_23,0.0016995344702494368,0.9448791135138406,0.9550154860682712,0.792945882389155,0.9964074533902174,0.8790673758308437,0.949229161202907,0.9343137539333135,0.9132802309455712,0.0070468564126874,0.9507351987066884,0.7763416276239921,0.9904977475140969,1.0,0.8783160687146144,0.930890311582186,0.9419233008992327,0.9481694195429691,0.9215960583535364,0.8489743633021999,0.0009714624183950028,0.9060562691686207,0.989761931350679,0.8788454697196525,0.8799457824624888,0.9490495314236294,0.9179816342807241,0.9232856529246589,0.9380079584661511,0.9059503909613956,0.9855986832948828,0.8795437699550929,0.10618332214090369,0.08927311561186782,0.16054222363058088,0.07034350010503458,0.10105324743187391,0.10596179346702354,0.44177343093754273,0.49119478942316824,0.46608107295622875,0.4429142021362077,0.4915910977359952,0.46747909525005377,0.03059296493281208,-0.00144754828427885,0.005285620070031113,-0.08022813973797609,0.8481307810383765,0.8512195532914143,0.8475822262428908,0.8499960481368396,-0.8741915053386543,-0.4570271776456435,-0.45770714012393043,0.0035974655785082606,0.0030202615641413107,0.8568543943005439,-0.3761377201992689,-0.04495002575932605,0.08485249741833938,0.021733739920663617,0.010425304217980283,0.011260315232418881,0.009028743469925627,-0.0007053745005372498,0.011500506738730652,0.018639273449764307
channel_24,-0.008998381309420031,0.9502916802080208,0.9424435555685745,0.7536191802506522,0.8784384630154481,0.9975070410320879,0.9358139423048824,0.9294661160067562,0.9139637425802708,-0.00058732935872133,0.9393773547610417,0.7320449616911554,0.8663153671232984,0.8783160687146144,1.0,0.9350753493417058,0.9346195753637793,0.9393790432942669,0.9272186461779798,0.8348441338458257,0.006025616962983571,0.9004868848283565,0.8650593366469493,0.9974615751033028,0.9972591003292104,0.9494115324567467,0.9330328120957327,0.9210086250087848,0.93239071398221,0.900210534901149,0.8458368824904209,0.99731127296895,0.0013646155326165338,0.019257391350034438,0.05774059535489504,-0.015557228351599941,0.007318527836903999,0.027190029216997574,0.7810567641881724,0.8154399054682386,0.798339828557751,0.7819829062146141,0.8156259375283335,0.79938034694229,0.012647504286482163,0.0008031213643821794,0.014819473154729557,-0.10757297504846468,0.9776955511784287,0.9817849494007492,0.9776717013624274,0.9814522363156339,-0.985258974758056,-0.025732144366040904,-0.027149092474860245,0.0027510718292628514,0.0034827282941344863,0.9790591471367968,-0.5395624786766859,-0.08065936896168477,0.10672055899728233,0.0011173973515783624,0.0031340416853110654,0.011292910858905988,-0.002439244664180899,-0.010679724300194525,-0.009998131657148369,0.0024356998830549694
channel_25,-0.007139278076095144,0.93863203825031,0.971829121162564,0.7852464710961643,0.9326255502188037,0.9352630524517813,0.9868699552229275,0.9893480594814501,0.9270214386205566,4.733932961338869e-05,0.9880238255607419,0.7680551691248149,0.9292928459546885,0.930890311582186,0.9350753493417058,1.0,0.9471487153074121,0.9898995703766769,0.9693262017766362,0.8523284312171198,0.001493555254734904,0.8959920206908013,0.9286989315263403,0.9352417205454446,0.9369655419637647,0.9607680214726358,0.8930131184929522,0.9126323424579564,0.9153348654429483,0.8954039153525981,0.9214351143740469,0.9369231155107149,0.06833533942587694,0.06327984149584762,0.1265711478026218,0.03935994105569678,0.0661697117707051,0.07985695314449182,0.6214911826485943,0.6639074871802912,0.6426472993864099,0.6228078666972252,0.6641948816950524,0.6437262018970334,0.022982438337315544,0.0007511741671001016,0.013566960535835896,-0.0911869090319705,0.9037091876739778,0.9097606590817533,0.9018946853417833,0.9087393667960177,-0.9409809494659567,-0.22453767954646395,-0.22506532086185774,0.0028713203929891353,0.003752483897610565,0.9176117384299127,-0.4517253870416406,-0.06092426007687148,0.08867374227364871,0.010032952903149263,0.010605596104774363,0.012232703863441828,-0.0007899496767320846,-0.008790256629617337,0.005902292320761003,0.011835091836646657
channel_26,-0.003322671157501074,0.9784944026027605,0.9678353954174117,0.7939830383444858,0.9413298412824516,0.9351499719102058,0.9600266873615012,0.9463521860929801,0.8928763006685646,0.002865818459388031,0.964326704253926,0.7774088704414801,0.9478956991868096,0.9419233008992327,0.9346195753637793,0.9471487153074121,1.0,0.9592433678099986,0.9773560922262151,0.8589097498166666,0.0062524888767956695,0.8997068504846594,0.9475216037962236,0.9349240942403542,0.9336467364542348,0.9878461818939657,0.9414465224234457,0.9872473629095069,0.9537419323699575,0.8989057665091745,0.9419112727517744,0.9335948385139055,0.08126346762401716,0.074037006520676,0.14079534113616854,0.050041508552068036,0.08099007391406855,0.08956671476325584,0.5874706914004244,0.6319646308601578,0.608953592033426,0.5881948281637203,0.6319326626339832,0.6104353565648493,0.022807757102120643,0.0018508374043155274,0.009995030291928114,-0.09098877994575516,0.919022507169781,0.9232866613053081,0.9194205145864343,0.9232851544634174,-0.9430961913797111,-0.2516929347357657,-0.25214635444917094,0.0012102716139176701,0.00406563398567852,0.90716266205282,-0.4335449900014983,-0.05853147527649424,0.07859212190132461,0.015558935204221134,0.006838319743283264,0.01073022849320886,0.005743810025090291,-0.00403268966280361,0.006632458778639307,0.012997269491869228
channel_27,-0.007273186308779142,0.962442655881339,0.9888804822321031,0.7942375270668784,0.9494457338102197,0.9397747451370546,0.9918622082912717,0.9881461951578069,0.9494958065721443,5.511715906825448e-05,0.9949570740622832,0.7776598512674769,0.9481656090709768,0.9481694195429691,0.9393790432942669,0.9898995703766769,0.9592433678099986,1.0,0.9627326739113867,0.8599677071621951,-0.000856965071524316,0.9013620634246396,0.9477447065568815,0.9396672019030198,0.9412300110090579,0.9762447926178923,0.928812030183229,0.93063481428536,0.946882658533459,0.90089560660234,0.9418433701744356,0.941167923005854,0.06876385472966648,0.06484844948250555,0.13030611207098,0.039131558926410404,0.06761494714595691,0.08247856934006237,0.6045450685850201,0.6484771500891495,0.626243668832266,0.6055494054871653,0.6487303315868768,0.6272253184648826,0.024390306869116644,0.0005908073791997555,0.013356530768330325,-0.09009212576889004,0.9056068689921165,0.9110177860280196,0.9043034049209986,0.9098579689304338,-0.9481362741642864,-0.2450479485071982,-0.24552157205010874,0.004027801545903539,0.004167832981175684,0.9230832606952676,-0.44516780609985357,-0.059996731169269735,0.08633579397824018,0.013416060569899614,0.010079337930736095,0.01123529235620779,0.0027940784032313044,-0.006964561554005605,0.006358707823617663,0.01283617353486872
channel_28,-0.004885282926887927,0.9414744032292544,0.9501630336148162,0.7830072339798041,0.9221437436920908,0.9274696841920299,0.9607467981320872,0.9583331978751395,0.859465470733091,0.001737703783320921,0.965004378055925,0.7658892111237281,0.925353206718318,0.9215960583535364,0.9272186461779798,0.9693262017766362,0.9773560922262151,0.9627326739113867,1.0,0.8493904546935852,0.007770559649670694,0.8915409873793287,0.9250110611579305,0.927338843285196,0.9264957384258259,0.9693471112517125,0.88479464381668,0.9605830882597812,0.9021430981942268,0.8907304700270848,0.9181235202635848,0.9266289169688633,0.08686178472681103,0.07366172117281909,0.14538632593579548,0.056042649408151866,0.08230950015625106,0.09363325863691514,0.6075602279102846,0.650423754514851,0.6285004282923073,0.608686805542932,0.6505428665526903,0.6301094392002529,0.021326836079259996,0.002792694554520411,0.012096572415925058,-0.0916134703388388,0.9135177604222466,0.9193798266394547,0.91285682109923,0.9193662862603873,-0.9333005166684168,-0.23013402818405398,-0.2306502792230723,0.0014685663289125217,0.004953234520913721,0.8963891861919971,-0.4381229424151135,-0.0602310945649212,0.08270804707640794,0.00868927210155137,0.010967751942580766,0.013241438036067503,0.0005215664165084049,-0.007620309716075757,0.008126927196930499,0.013375844191925177
channel_29,0.00981881464383689,0.8578479722843557,0.8607758565175073,0.9750008083206496,0.849124882914344,0.8346217529384967,0.8604377613282486,0.8532341082741286,0.835437402722244,0.011779388377422461,0.8601562010316418,0.9697662423548756,0.8454025326529837,0.8489743633021999,0.8348441338458257,0.8523284312171198,0.8589097498166666,0.8599677071621951,0.8493904546935852,1.0,0.007808070921366823,0.9600607220757119,0.8456277557029813,0.8350016167459049,0.8349787393010584,0.8572172386883927,0.8454080998922603,0.8490107874911808,0.8553815932892929,0.9596350318011385,0.8461238838748338,0.8347647460554984,0.0737414000369007,0.0627441523031549,0.12465294369050627,0.04641591176096442,0.06903829712708211,0.07774148727962238,0.463363850994161,0.5102154110683308,0.4871943821953871,0.46399982634084763,0.5108845702424877,0.4876060808258517,0.02059109163053019,0.0031544971597701563,0.009059641475536577,-0.08272852483508948,0.8117108051232442,0.8137523723699047,0.8098595725010866,0.8121643602072,-0.8134726463482996,-0.297659477617818,-0.29888673720407055,0.008289047523591919,0.0029538285437800986,0.8190271367316316,-0.3822273965600474,-0.04656489124431378,0.07579920375296713,0.01849180165282511,0.008678638131660333,0.012733063620655086,0.009092125685192397,0.001558645570450704,0.01102470742554774,0.016720033269789967
channel_3,0.26016868327145815,0.001489715357444593,-0.0019062703140675394,0.004525480328869204,0.0001326906514746768,0.005783175381771632,-0.0001040246041584453,0.0011461687725188366,-0.009640126460818382,0.22058598361613238,-0.00021302022313315452,0.0044777323548683915,0.00038785646894874427,0.0009714624183950028,0.006025616962983571,0.001493555254734904,0.0062524888767956695,-0.000856965071524316,0.007770559649670694,0.007808070921366823,1.0,0.006088641695619405,0.00026161875317652834,0.005999706080009765,0.005461849082629328,0.0026793237653362466,-0.0017257339196989998,0.00709810691092416,-0.001872366915232236,0.006348051937772034,-0.00035412302083744654,0.00579222361884191,0.001059823452766073,0.0051716263652030236,-0.017028876772091403,0.0016401293456836177,0.013971609608737542,-0.01931206989738642,0.008544646657728642,0.008890289124737001,0.009599152015312312,0.008732710180988546,0.009788173671372679,0.007581727349250421,0.005987410861578639,0.0033472134828663566,-0.009916900190582627,-0.00857220877804844,0.007108299618402868,0.007995393830928193,0.007203130487628912,0.007254935190980862,-0.002610198996311661,0.007447310102520555,0.007476307746094101,-0.0075687618554438054,-0.004312420406252754,0.0024066928037387416,-0.0023264086713298817,0.0008472890495105297,0.010763065397891151,-0.0027038780911759646,-0.00902801449078215,0.002970364178549917,0.001428926170484745,-0.013580396425895747,-0.0015937757848308379,-0.019831374852804524
