feature_a,feature_b,pearson,spearman,pearson_2000,pearson_2001,pearson_2002
channel_25,channel_27,0.9915340795349333,0.9898995703766769,0.9783264216388435,0.9354494625763999,0.9848337001919206
channel_25,channel_28,0.9727529696276922,0.9693262017766362,0.9398448431792924,0.7930726055195937,0.9432914502249092
channel_25,channel_34,0.9707397186427353,0.9607680214726358,0.9299635196031851,0.7464313091716237,0.9394208882384583
channel_26,channel_27,0.9697528804724627,0.9592433678099986,0.9283656119607507,0.7251912436084561,0.933765535544591
channel_26,channel_28,0.9803194589723351,0.9773560922262151,0.9551553974145791,0.8551649694285427,0.9589191319054341
channel_26,channel_34,0.9903847879516391,0.9878461818939657,0.9786285477782536,0.915312770663298,0.9789914783182442
channel_26,channel_36,0.9882524375271936,0.9872473629095069,0.9772898458589487,0.9129244118143925,0.9736146549657099
channel_26,channel_37,0.9630607940096493,0.9537419323699575,0.9166561629720674,0.6847684019859994,0.918850448931198
channel_26,channel_61,-0.9508661985250078,-0.9430961913797111,-0.9641535516860874,-0.666261441011221,-0.9698835986954797
channel_27,channel_28,0.9685321420456257,0.9627326739113867,0.9257480205713496,0.756233392457926,0.9352085171522525
channel_27,channel_34,0.9849710847010404,0.9762447926178923,0.9649818843765409,0.8504663046600723,0.9674885294009076
channel_27,channel_37,0.9586843573783114,0.946882658533459,0.9128004733418578,0.6198737153544112,0.908314811766855
channel_27,channel_61,-0.9557345364142166,-0.9481362741642864,-0.9710015671087514,-0.689092423042568,-0.9767872628762583
channel_28,channel_34,0.9740287306234311,0.9693471112517125,0.9400181532462257,0.798010517903487,0.9453805130309882
channel_28,channel_36,0.9643956528530352,0.9605830882597812,0.921844562226991,0.7484870116710989,0.9265904225408487
channel_29,channel_30,0.9632449594676379,0.9600607220757119,0.8485227460025482,0.9043074997352412,0.9386056591531232
channel_29,channel_38,0.9629417027556952,0.9596350318011385,0.848168837980925,0.9031633504226796,0.9376238945116967
channel_30,channel_38,0.9977454183956457,0.9962079744902689,0.9855163489747465,0.985435169799354,0.9971768482577518
channel_31,channel_34,0.9434610468566463,0.9515832406568954,0.9592915283969893,0.7312860924646801,0.9853755719721253
channel_31,channel_39,0.997799686590022,0.9937455085670117,0.9897867879713353,0.991838981038636,0.996465582101677
channel_32,channel_33,0.9982008101737846,0.9973241420851003,0.9927453782044444,0.9754257095675558,0.996846981994179
channel_32,channel_34,0.9505678048952663,0.9497645122095631,0.983941077393761,0.8678369343821369,0.9904667474710092
channel_32,channel_40,0.998333194981758,0.9975263487217401,0.9937607975406327,0.9755251638437739,0.9970600265230913
channel_32,channel_57,0.9837198064778877,0.9775735517369564,0.9237243516546797,0.8901141756536771,0.9719576697324506
channel_32,channel_58,0.9863965555098988,0.981623781488105,0.9385133600217034,0.8955771416357656,0.9775928011707002
channel_32,channel_59,0.9843448122405422,0.9774888834829631,0.9230835264359092,0.8994151161391429,0.9727340333605139
channel_32,channel_60,0.9859569385949537,0.9812912247808,0.9365863514185179,0.8943455511135028,0.9764542674005356
channel_32,channel_61,-0.9807626102776793,-0.9853770459851001,-0.9776015849753229,-0.8981677743779279,-0.9929299114792925
channel_32,channel_66,0.9809660776973163,0.9793058189032268,0.9374449039824234,0.7610511968889545,0.9724580898939859
channel_33,channel_34,0.9514811597609085,0.9493382277309544,0.9820109191401315,0.865210770375296,0.9901918269574801
channel_33,channel_40,0.9983871431188437,0.9975180109828795,0.9933347993279654,0.975318015673026,0.9975060575515625
channel_33,channel_57,0.9833193279710538,0.9763801587414574,0.9206872204466634,0.8834869186228734,0.9714999590248614
channel_33,channel_58,0.9860682135553828,0.9805100533820083,0.9357850693195744,0.8915333920730131,0.977220762764335
channel_33,channel_59,0.9839323033932007,0.9763139549922065,0.9205034279434616,0.8943124503459301,0.9719268615637784
channel_33,channel_60,0.9855687138202781,0.980116628369361,0.9338555583461623,0.8893379505154024,0.9758984478245771
channel_33,channel_61,-0.9813975687502501,-0.9853588447608199,-0.9764593330720129,-0.8994328673780301,-0.9936305174236713
channel_33,channel_66,0.9813580607633076,0.9797886658737414,0.9388753981183341,0.764144344261669,0.973255718327944
channel_34,channel_35,0.9643981928225513,0.9565158954919771,0.9176180168819479,0.7210883019895444,0.9283981503724462
channel_34,channel_36,0.9765034419555128,0.9740704452033603,0.9522124279485514,0.8118093915860618,0.9512989549507205
channel_34,channel_37,0.9776325836732757,0.9698744157284208,0.9510766106148965,0.7968448855943726,0.9513604855787128
channel_34,channel_40,0.9515448127505824,0.9493293684656582,0.9828928768001388,0.8625491202363158,0.9904504806207172
channel_34,channel_61,-0.9666801533873921,-0.9598795434710894,-0.9848518668343694,-0.7649238527511685,-0.9906907875777631
channel_35,channel_37,0.9884669830212043,0.9871170811125451,0.9739549819476748,0.9233090548822712,0.979613769377474
channel_36,channel_37,0.9514008765341848,0.944670425959808,0.8955002908437119,0.6244266307858355,0.8975800544755306
channel_40,channel_57,0.9834328547151061,0.9766382571473176,0.9221996257862747,0.8834486946768788,0.9713245892810662
channel_40,channel_58,0.9861654637642916,0.9807372058218272,0.9370717159800167,0.8910667929137107,0.9771214933099105
channel_40,channel_59,0.984012948753225,0.9765214731386772,0.9215559286810029,0.8930437197817054,0.9719485169935795
channel_40,channel_60,0.9856564532392186,0.9803248315248616,0.9351800592073609,0.8881711392279726,0.9758244049890168
channel_40,channel_61,-0.9815267846930557,-0.9855309932925583,-0.9774589272518958,-0.8993784374305387,-0.9938581630113926
channel_40,channel_66,0.9814294083757262,0.9798035242565621,0.9387783957497386,0.7660066378000563,0.9734265815077803
channel_47,channel_48,0.9881380612580837,0.9792580604612412,0.914602845036675,0.9488256026477787,0.9712784245728654
channel_47,channel_49,0.9896757440476186,0.9807626551569164,0.9256097435795706,0.9506240584863455,0.9738480824772919
channel_47,channel_50,0.9888011882332052,0.9819068728596297,0.9145471101380089,0.9469913994123648,0.9721489067931908
channel_47,channel_51,0.9877917688549205,0.9789806325380869,0.9124245351610348,0.9462745135002708,0.9709207717647174
channel_47,channel_52,0.989835628948119,0.9809689620402623,0.9253092828080839,0.9526647977090563,0.9742848415681985
channel_48,channel_49,0.9897807867633536,0.9809489393619949,0.9227100347440994,0.9552235336956616,0.9735483038607589
channel_48,channel_50,0.9880520851811712,0.9794973215001841,0.9110619270783891,0.9497380381724474,0.9711633274389582
channel_48,channel_51,0.9887830473912325,0.9820234987841652,0.911234711592168,0.9528877683102058,0.9702750667094305
channel_48,channel_52,0.9899617181613478,0.9814261901009073,0.9241715379054151,0.9572177026714633,0.9733445891623895
channel_49,channel_50,0.9897907484642273,0.9811370874215891,0.9217908494280291,0.9540424222434913,0.9740232789507464
channel_49,channel_51,0.9895270819080997,0.9807768143476151,0.9202971723220008,0.9543245921949647,0.9730467782948302
channel_49,channel_52,0.9915445750235298,0.9826982997441648,0.936818738743135,0.9623399178850455,0.9766419793533394
channel_50,channel_51,0.9879932717736029,0.9792112774720825,0.9088514146058683,0.9486127643237454,0.972149169314781
channel_50,channel_52,0.9899819816541976,0.9814799499356307,0.9225210658527914,0.9555122419497155,0.9746701381681394
channel_51,channel_52,0.9898739175893213,0.9815306045572509,0.9211789306220726,0.9570620535999735,0.9738255375105439
channel_57,channel_58,0.9942324708537132,0.9925921424980636,0.977431498312601,0.9245701956462999,0.989605212266731
channel_57,channel_59,0.9955105792359541,0.993800168660987,0.9819337876036345,0.9477305621225279,0.9906664818306885
channel_57,channel_60,0.9937514155738842,0.9923620699297797,0.9757780934427152,0.9222554712885307,0.98808353453139
channel_57,channel_61,-0.9683961177414384,-0.9665349236261463,-0.8997762759684897,-0.8781640843633234,-0.9721777254729642
channel_57,channel_66,0.9623154713188626,0.9586463014680744,0.8615292229159444,0.6425033925190888,0.9408018134062455
channel_58,channel_59,0.9945748626210074,0.9928337318949398,0.9768802239674894,0.9326972694422022,0.9901742210429427
channel_58,channel_60,0.9938497715026471,0.9933319611961315,0.9762546844657284,0.9164610548792134,0.989356067087864
channel_58,channel_61,-0.9708726009346799,-0.970904717954565,-0.9177211283253179,-0.8855956967923329,-0.9773722748817965
channel_58,channel_66,0.9650177204232264,0.961683580560013,0.8761085007036342,0.645015240986484,0.9465251477717711
channel_59,channel_60,0.9941479636055561,0.9926396729710285,0.9754399709668767,0.931252343614264,0.9887193494017771
channel_59,channel_61,-0.9681353442728632,-0.9662000998640237,-0.8987131912512318,-0.8876439218973365,-0.9719681742267987
channel_59,channel_66,0.9628076592676811,0.9584389044084284,0.8606662459636963,0.6485689219365015,0.9412533901744011
channel_60,channel_61,-0.9705060148391726,-0.9704198762114115,-0.9157731430139487,-0.8847154182535768,-0.9760672961214932
channel_60,channel_66,0.9643219330152807,0.9610358120566904,0.8717723868433765,0.6474954594185686,0.9445941528712213
channel_61,channel_66,-0.9674609276572625,-0.9691939888283764,-0.9346868272919793,-0.7136149515236095,-0.9706897312129541
channel_62,channel_63,0.9999799262081982,0.9999278666888367,0.9998375055335325,0.999998508922744,0.9999614161756368
